snid,class
54878983,CEP
142612266,CEP
60800072,CEP
28824046,RRL
53544251,EB
51295530,RRL
157556150,EB
39141641,RRL
134087439,EB
115293413,DSCT
8707522,DSCT
17797318,RRL
100556462,EB
100901475,EB
83031712,EB
13296867,DSCT
20830951,CEP
62043724,RRL
39503754,DSCT
15292649,CEP
27905312,CEP
153167215,CEP
14385097,RRL
8160942,RRL
48906314,RRL
134080346,CEP
62665309,DSCT
89569148,DSCT
5787066,CEP
59909628,RRL
43026046,RRL
100841182,CEP
43902844,DSCT
32419137,RRL
74311835,CEP
156179834,DSCT
50919413,CEP
139109004,EB
1294430,DSCT
72130947,DSCT
75741862,CEP
24431304,EB
90740836,DSCT
24343187,DSCT
54976424,DSCT
134063173,DSCT
7706342,DSCT
127709161,DSCT
93624572,EB
128011486,EB
38184588,DSCT
135717732,DSCT
25574309,RRL
156089840,EB
26564115,CEP
145461517,EB
83649258,CEP
135624764,CEP
27315234,CEP
57169387,DSCT
84642537,CEP
56656574,RRL
61002409,RRL
131395282,DSCT
10997730,DSCT
127052519,EB
53132163,DSCT
83676491,EB
62380622,RRL
25572230,CEP
74295693,CEP
48114852,CEP
79232713,CEP
80601974,DSCT
60334409,DSCT
30911520,CEP
152661545,DSCT
64116843,DSCT
143879284,DSCT
34476125,DSCT
65343451,RRL
86172034,EB
141636167,EB
83121669,CEP
146507085,EB
60879356,CEP
66599671,CEP
61508730,CEP
61626142,RRL
37868532,RRL
144850083,CEP
156051486,CEP
69581759,RRL
78379000,EB
50038821,RRL
19488792,CEP
26691136,RRL
19120810,CEP
73300559,RRL
63898360,EB
18636021,RRL
3039849,DSCT
32159848,DSCT
147203617,CEP
111486063,EB
72775087,RRL
110931609,CEP
148095134,EB
76079732,DSCT
52055908,DSCT
45808614,CEP
153822407,CEP
60486264,RRL
22271523,RRL
2997299,EB
137666068,CEP
132318638,EB
87784902,DSCT
134995614,EB
20107956,RRL
3677858,DSCT
135377507,DSCT
124951390,CEP
59293885,CEP
63228325,CEP
36852668,DSCT
55466066,DSCT
115952511,CEP
53909322,RRL
68056640,RRL
113928663,EB
97620265,EB
157500083,CEP
107530620,DSCT
129797567,EB
102752079,EB
16646707,EB
65045821,RRL
41802391,DSCT
87270647,CEP
144821046,EB
38826277,RRL
65526628,RRL
70149202,EB
124179859,EB
125333928,EB
158675841,DSCT
149687577,DSCT
28697770,DSCT
70592208,RRL
24998311,DSCT
97751270,EB
1200489,DSCT
13689530,DSCT
144799540,EB
61181239,RRL
34114692,RRL
98029943,DSCT
27492636,RRL
65724075,EB
144840840,EB
84227128,EB
6595207,RRL
75976507,EB
100834307,CEP
143731183,EB
25313954,RRL
69392172,CEP
1475691,RRL
73471094,CEP
118691941,EB
133204711,EB
51764379,CEP
149707454,EB
108124444,EB
142611009,DSCT
58169081,EB
113936642,DSCT
127099038,EB
12425903,DSCT
64700894,RRL
10552144,DSCT
106384871,DSCT
44555299,DSCT
118903325,CEP
55140474,RRL
146910531,DSCT
126363117,DSCT
99592484,EB
128306495,DSCT
120430480,EB
112841917,EB
120792787,CEP
122162770,CEP
139412304,EB
139560110,EB
101086546,EB
62482799,CEP
13879787,EB
159091199,EB
37735125,RRL
77072092,DSCT
5308219,EB
138128043,DSCT
32348961,RRL
7662426,RRL
40901510,DSCT
126150339,CEP
13873224,RRL
28063773,CEP
38575345,EB
138563026,DSCT
55221065,RRL
38144554,RRL
155770446,EB
136003742,CEP
2937657,CEP
16959314,RRL
137584916,EB
65535592,CEP
115868173,EB
80164355,EB
144651530,EB
21064418,RRL
25298089,RRL
17798582,RRL
12709160,RRL
133113156,CEP
16221891,EB
44014893,EB
6002753,DSCT
57695024,CEP
155031159,EB
155481312,CEP
6509805,DSCT
62958960,RRL
8720429,DSCT
84644313,DSCT
39267476,CEP
15987137,CEP
69870031,CEP
51547633,DSCT
58798591,EB
151271540,EB
53176589,RRL
88609855,DSCT
104124164,DSCT
59300871,CEP
10247975,RRL
66248362,RRL
129869261,EB
67107235,RRL
75756718,EB
24555165,DSCT
49453130,RRL
123232414,EB
47283366,RRL
16316307,CEP
84933626,CEP
129397607,DSCT
120769130,CEP
57917630,RRL
118633206,DSCT
123163020,EB
77651699,EB
10062704,RRL
9742088,CEP
72050747,RRL
67388317,EB
55029600,RRL
18528414,CEP
147892956,DSCT
12530129,EB
146870282,CEP
101257692,CEP
27202802,CEP
11823230,CEP
12454565,RRL
48524139,CEP
124060996,EB
23949454,RRL
153175044,EB
47756716,EB
29001346,CEP
13959812,RRL
5868393,EB
159181421,EB
27540069,RRL
133264002,EB
26705337,DSCT
62921104,RRL
110707046,EB
110586130,CEP
30886821,DSCT
29967703,RRL
14069488,CEP
92861401,EB
124616422,DSCT
150085861,CEP
102342397,CEP
113112107,DSCT
115995350,CEP
29729750,CEP
24924546,RRL
85941409,DSCT
12394005,RRL
90381263,EB
100335202,CEP
19735870,EB
26513998,RRL
69736424,RRL
123961159,DSCT
20552682,DSCT
11632101,DSCT
77303227,EB
120703378,EB
89621283,CEP
52978216,DSCT
95738488,DSCT
152297409,CEP
26097924,EB
64666275,RRL
156725719,EB
35120589,CEP
118909528,EB
119918977,EB
87729384,EB
80707391,EB
71493771,EB
86601298,CEP
123576131,CEP
63281272,RRL
14858841,DSCT
25044783,CEP
17824796,CEP
27396038,RRL
118044620,EB
46478564,RRL
13102209,DSCT
86532715,EB
112987245,CEP
16100762,RRL
24921286,CEP
79967589,DSCT
47741203,EB
66171269,RRL
38505852,DSCT
20098617,CEP
16025225,RRL
50757700,RRL
133820927,CEP
25577941,RRL
93224409,EB
40505136,DSCT
135393209,CEP
75782691,DSCT
75519843,CEP
100596626,CEP
66210245,CEP
80176226,CEP
125115964,DSCT
104332293,EB
27706581,EB
2634580,RRL
68056925,DSCT
118192738,EB
1431815,RRL
124217867,CEP
71703566,RRL
96199434,DSCT
7766670,RRL
120304257,EB
107780671,CEP
8292384,RRL
134991345,EB
59747237,RRL
75773982,DSCT
52008913,RRL
29969454,EB
100369097,DSCT
88968856,CEP
65496377,RRL
60005465,RRL
107382362,DSCT
140852616,DSCT
118069054,DSCT
128281536,EB
117586218,DSCT
130307557,CEP
143411332,EB
154396067,EB
44028154,EB
70792651,DSCT
14321626,DSCT
107514899,EB
125004479,DSCT
111179459,DSCT
150941949,CEP
118072878,CEP
10191565,EB
55434316,RRL
43668690,RRL
60389632,EB
36107228,DSCT
89833633,DSCT
141294260,DSCT
146906785,DSCT
62138149,CEP
20622242,RRL
65759340,DSCT
48041870,DSCT
56233284,DSCT
94106666,EB
28856727,DSCT
68613848,RRL
154302958,DSCT
16561017,CEP
30260046,RRL
54166227,RRL
4986264,DSCT
83110566,CEP
58645442,RRL
87131105,CEP
149783439,CEP
129017488,EB
123355459,DSCT
114286007,DSCT
15573626,CEP
35862180,RRL
20111261,RRL
157791205,EB
129270960,CEP
18028270,RRL
111804655,DSCT
63252150,EB
141332659,DSCT
150191169,CEP
7323208,DSCT
21831609,CEP
37784913,CEP
15366526,CEP
64524369,RRL
158471992,DSCT
151332406,DSCT
61609873,EB
21089037,DSCT
93731854,DSCT
32015691,DSCT
55028005,EB
2173453,RRL
121353169,EB
30904688,RRL
51543287,DSCT
79741142,EB
60031309,RRL
45555512,CEP
90522408,CEP
84096908,DSCT
144482823,CEP
117995532,DSCT
113007633,EB
57216472,RRL
42282904,RRL
92622638,DSCT
71971186,RRL
8482736,DSCT
100343460,DSCT
87626245,DSCT
68178415,DSCT
29305975,RRL
97078825,CEP
5182491,DSCT
124632727,EB
60190893,RRL
103537377,CEP
44754919,EB
117113819,DSCT
19784653,DSCT
2367215,CEP
19240457,CEP
16518821,RRL
122003982,CEP
153422451,EB
58699393,DSCT
47340254,RRL
122814348,EB
43008229,RRL
33369400,RRL
146594396,EB
14238779,DSCT
54283087,DSCT
13483817,EB
59571952,DSCT
47853185,CEP
78904141,CEP
45647696,RRL
25192845,CEP
53524049,CEP
3211917,CEP
24662947,CEP
146837705,EB
138571091,EB
79846746,EB
30231081,RRL
93258625,DSCT
47159427,RRL
142400962,CEP
17344804,DSCT
83003594,CEP
4605464,CEP
72533332,DSCT
33280775,CEP
63918682,RRL
25609674,RRL
110256321,CEP
21375550,CEP
92540011,EB
47302858,DSCT
159099121,CEP
90874901,EB
90129391,EB
141226298,EB
108400241,EB
53086057,RRL
63234662,CEP
97359084,EB
119348348,DSCT
75065665,EB
66239232,EB
68720138,EB
35945059,CEP
153107970,EB
145080251,DSCT
8820645,DSCT
11022580,RRL
59265726,RRL
2993083,RRL
73620390,CEP
87975285,DSCT
8010288,DSCT
39584134,RRL
36233426,DSCT
73610983,EB
70930225,RRL
102968434,EB
82993401,EB
2638790,RRL
141169695,EB
4581872,CEP
71488815,RRL
143041328,DSCT
26234036,RRL
145597700,CEP
45454334,DSCT
47852180,EB
90125185,CEP
77916389,DSCT
63664769,DSCT
85113518,DSCT
43859235,CEP
113971688,DSCT
67432872,RRL
19032442,CEP
107104467,CEP
40188094,RRL
90949429,EB
156564556,EB
126748943,EB
2902366,DSCT
110605650,CEP
57881921,RRL
4393457,DSCT
5462018,DSCT
32185083,RRL
78830969,EB
54182862,DSCT
119939637,CEP
9346654,CEP
16129083,CEP
69608283,RRL
78594510,CEP
34284990,RRL
153849525,EB
43448532,CEP
119514684,EB
1599426,EB
96085646,EB
51438954,EB
100257890,EB
12086812,DSCT
95918884,CEP
30581982,RRL
18204261,RRL
144313636,DSCT
32484228,CEP
50610308,CEP
137717145,EB
136259884,EB
113316410,EB
121017936,EB
62609625,CEP
46188981,RRL
103510244,DSCT
127156789,EB
44130471,RRL
47707776,RRL
54588130,RRL
83912692,EB
138029273,EB
72029726,RRL
9588339,CEP
73744662,CEP
95670747,DSCT
53290898,RRL
143387572,CEP
124662157,EB
21377504,RRL
74480100,DSCT
21649373,RRL
53979893,RRL
56868326,RRL
8268339,RRL
158506105,EB
103654619,DSCT
15332049,RRL
51750660,EB
26208110,RRL
145643560,EB
116352314,DSCT
19721530,CEP
138511342,EB
133318111,EB
126785185,CEP
48835840,DSCT
33830811,EB
63958639,DSCT
45408464,RRL
30019174,CEP
134290398,CEP
24929423,RRL
139685882,CEP
67168264,RRL
52840335,RRL
34666965,RRL
29534571,RRL
20297622,RRL
22184080,CEP
43310120,RRL
96837672,CEP
11331136,RRL
85676605,DSCT
58889506,RRL
67383244,CEP
88176784,CEP
157058304,DSCT
34678320,DSCT
1339295,CEP
6172697,CEP
131592050,DSCT
113299587,EB
2098897,DSCT
19989479,DSCT
46336729,CEP
155128177,EB
31980015,CEP
90943285,EB
10248896,EB
20946642,DSCT
37157061,RRL
62926273,CEP
31681253,RRL
120969822,DSCT
157883711,CEP
112124832,EB
79041855,EB
45540854,CEP
15770863,RRL
50476127,RRL
9270118,RRL
66251199,RRL
122759418,CEP
40535830,EB
142158531,EB
104823804,EB
65870302,RRL
76070963,EB
40445779,RRL
36518900,RRL
87983649,EB
62540295,DSCT
116214730,EB
79314941,EB
89301612,DSCT
159192786,EB
29961349,CEP
61960346,RRL
80406001,EB
130188360,CEP
47612802,RRL
30592844,RRL
62770944,RRL
6904393,EB
81774000,EB
6210384,DSCT
50200449,DSCT
96598045,DSCT
65270978,RRL
153515158,EB
44332728,RRL
8313089,RRL
73145454,EB
143000840,EB
85091034,EB
156598736,EB
47159354,RRL
56229558,RRL
59598656,RRL
31734421,CEP
104407795,CEP
37974228,DSCT
69224951,DSCT
72680566,CEP
81517825,CEP
25333534,RRL
92355467,EB
92166096,EB
54311883,RRL
159076731,DSCT
82265001,CEP
62868412,DSCT
91736635,CEP
42905092,EB
139348842,EB
125103424,CEP
155937041,DSCT
68124222,RRL
54742551,CEP
80188924,EB
13925863,DSCT
49572020,RRL
103991083,EB
27135062,DSCT
37993493,EB
66823011,CEP
33391328,RRL
46681686,RRL
111976469,CEP
113564762,EB
65679604,EB
30446034,RRL
32568005,CEP
113804216,DSCT
55375376,CEP
43166054,DSCT
139223487,CEP
59320696,RRL
49658588,DSCT
135212509,EB
7919493,DSCT
55584492,RRL
57050494,RRL
34676957,RRL
12062709,CEP
79437633,DSCT
3524601,CEP
42727520,RRL
23377521,RRL
75231201,EB
156941389,EB
118048676,EB
138729081,EB
98640519,EB
4974915,RRL
16800005,DSCT
36303858,RRL
6455181,DSCT
58597521,DSCT
62395315,DSCT
62921466,RRL
135260682,EB
83426046,DSCT
149219203,EB
45984811,DSCT
78976103,EB
61931401,CEP
57066860,DSCT
37647462,DSCT
129761876,EB
8724351,RRL
25012793,EB
87269138,EB
157634814,DSCT
41905656,CEP
12528830,CEP
4183976,CEP
45375795,RRL
152307139,EB
29410249,RRL
39800396,CEP
156074442,DSCT
122058486,EB
142194752,EB
155111344,DSCT
35812157,RRL
64610974,CEP
40801471,RRL
3659922,RRL
55890579,DSCT
145404689,EB
138427934,CEP
44844759,RRL
32170848,DSCT
137776324,EB
32614166,RRL
54824836,RRL
70445893,RRL
126946146,DSCT
44826469,CEP
42026781,DSCT
121619691,DSCT
114935281,EB
129206874,CEP
129755600,DSCT
73781264,CEP
104597678,DSCT
149696783,CEP
103972617,DSCT
84597664,CEP
134781697,CEP
89951906,CEP
44885868,RRL
33018732,DSCT
23765215,EB
80196545,EB
60633415,RRL
80036017,EB
111248634,CEP
67954641,DSCT
74530747,CEP
151130112,EB
77567359,EB
106128378,DSCT
127847145,EB
119580649,DSCT
35755223,EB
112055928,DSCT
46807701,RRL
138236829,DSCT
104165953,CEP
70947363,EB
130183089,CEP
42515314,RRL
32879724,CEP
80079195,DSCT
113431243,EB
120974412,EB
55786441,CEP
62576498,RRL
40802340,RRL
58188618,CEP
21880067,EB
125919286,CEP
2450568,DSCT
65624359,EB
24294768,EB
45212344,RRL
92756225,EB
35770678,DSCT
82875895,DSCT
37956829,RRL
105212583,DSCT
59747567,CEP
61242371,DSCT
146240959,EB
40448611,CEP
150802010,CEP
74513001,CEP
93605803,DSCT
89692961,EB
26393575,DSCT
13444010,DSCT
112847246,DSCT
32690611,RRL
139877388,DSCT
42437210,RRL
51305189,RRL
140370165,EB
80826101,EB
150151666,EB
54948139,RRL
158843678,CEP
119540919,EB
145944182,EB
105965599,DSCT
96093250,CEP
104483073,CEP
64440457,EB
29815704,RRL
25083691,CEP
104608999,CEP
109210011,DSCT
89999595,DSCT
116109579,CEP
31989745,RRL
107738568,CEP
137874275,CEP
65959913,RRL
22833621,CEP
26565771,CEP
43559230,RRL
57229500,RRL
62378089,RRL
92970807,DSCT
78183655,EB
68208205,RRL
59146504,RRL
1233912,DSCT
5069904,CEP
79266403,CEP
2497903,CEP
106963577,CEP
58412281,DSCT
91866663,EB
103381099,DSCT
133853868,EB
132440482,CEP
117464180,CEP
19613026,RRL
47811411,DSCT
1793324,RRL
39464176,DSCT
61035023,EB
105264429,EB
76183165,EB
49434261,RRL
59754671,RRL
17922198,EB
146819087,DSCT
2696180,CEP
26128892,DSCT
124834816,DSCT
143655870,DSCT
132356710,CEP
50198213,DSCT
114885545,CEP
8755294,DSCT
105266015,CEP
32078190,RRL
65702411,DSCT
107660105,EB
158420818,EB
22036018,RRL
53358169,RRL
45288739,RRL
87359256,DSCT
158025842,EB
123421086,EB
149415674,CEP
65368254,RRL
90751530,CEP
117161621,EB
51988780,DSCT
32033930,DSCT
48122575,RRL
133743924,EB
122747545,EB
59831172,DSCT
40819236,EB
127908347,CEP
68876879,RRL
72851348,RRL
3300142,CEP
130723508,CEP
33720777,DSCT
138482298,DSCT
117917291,EB
145324624,EB
48829266,RRL
153862231,EB
75336893,DSCT
7983266,RRL
87333398,EB
122833814,CEP
95809386,CEP
32595572,RRL
35385492,RRL
50015020,EB
51109223,RRL
127180618,EB
95280778,EB
1067946,CEP
48385931,RRL
67072336,DSCT
47914851,RRL
43617570,RRL
6970879,RRL
29761656,RRL
134657141,EB
61697902,RRL
90142254,EB
82685276,EB
110605307,CEP
38465798,RRL
133892535,DSCT
19488445,DSCT
94641354,EB
67550550,EB
60842744,DSCT
42614587,CEP
77317116,EB
139400659,CEP
94270647,DSCT
48632396,DSCT
5892978,DSCT
40075319,CEP
8819006,RRL
34082277,RRL
20807274,RRL
6114152,RRL
41441169,RRL
73169747,EB
54384750,DSCT
108153024,CEP
50090512,CEP
91616453,DSCT
42558308,CEP
63239160,RRL
115251948,DSCT
133592878,DSCT
53759266,DSCT
36312399,EB
30970967,CEP
74698186,DSCT
14422448,RRL
108805109,CEP
35909135,DSCT
6339453,DSCT
6322494,RRL
146587282,EB
49871795,DSCT
93597992,EB
1888449,RRL
137518954,DSCT
12025115,DSCT
18382238,CEP
144163667,CEP
132168012,EB
42879046,DSCT
127708338,EB
69230687,RRL
26333370,RRL
136896980,EB
154241068,DSCT
73799575,CEP
127346227,CEP
9485983,RRL
14441689,DSCT
44523678,EB
149305064,EB
52477450,CEP
89131872,DSCT
5530507,DSCT
33016793,RRL
93986346,DSCT
155893412,DSCT
33339208,CEP
76211971,CEP
74853065,EB
51885084,RRL
74271146,EB
96717109,DSCT
65243930,RRL
27257246,RRL
125280416,EB
88359100,CEP
57537529,RRL
25205105,CEP
85703924,CEP
32595700,DSCT
58214286,EB
69122032,RRL
126691829,EB
136002260,DSCT
8747695,EB
27554289,RRL
145515254,CEP
71730491,RRL
110884365,EB
67630348,CEP
46166351,RRL
129396945,DSCT
54881786,DSCT
121785535,DSCT
96990415,EB
147774494,EB
22504692,RRL
11330816,RRL
60075713,RRL
39567682,CEP
86497158,DSCT
130548164,DSCT
124552760,CEP
83471242,EB
71101498,RRL
73507340,EB
133519111,CEP
40130240,DSCT
65957208,RRL
136487129,DSCT
93393705,CEP
101224795,DSCT
73313133,RRL
124865581,DSCT
110255153,DSCT
67783735,RRL
76476082,CEP
53359230,DSCT
8534570,CEP
110809134,DSCT
94334683,EB
75529148,CEP
77960338,CEP
145698025,EB
13511065,DSCT
133654987,DSCT
2746505,CEP
138931514,EB
45589931,RRL
138597552,CEP
40607012,EB
120789882,DSCT
87665721,EB
127901389,EB
66141585,RRL
18537806,CEP
57747462,DSCT
130550843,CEP
28604377,RRL
115740913,EB
37082440,DSCT
147371602,DSCT
41676915,CEP
78580493,CEP
64697053,DSCT
36662106,DSCT
101670987,EB
82974488,CEP
10202628,RRL
130910834,CEP
108816173,EB
4573115,RRL
127067939,CEP
98149734,CEP
117703241,DSCT
80029419,CEP
71041690,RRL
109022206,EB
68460577,CEP
10468055,RRL
67400123,RRL
118009447,EB
80375558,DSCT
49984461,DSCT
82020513,CEP
44317227,EB
133025946,DSCT
32816783,RRL
31266337,CEP
8627040,DSCT
1758538,RRL
62358819,EB
68474762,RRL
32593511,CEP
56888296,RRL
152283415,EB
11761335,DSCT
26644849,CEP
60818358,RRL
144337503,CEP
85130469,EB
64256109,CEP
56496946,CEP
98140353,EB
158661918,CEP
59638710,CEP
6028382,CEP
127910489,DSCT
137341369,CEP
78469882,CEP
84944170,DSCT
48638577,RRL
35022370,CEP
82368075,CEP
5539524,EB
158332744,EB
5158093,CEP
4992083,DSCT
60938415,RRL
28197733,RRL
9523443,RRL
26394607,CEP
127006471,EB
105446076,DSCT
51458877,EB
47192201,RRL
111267584,EB
114308907,CEP
7665889,RRL
24214507,RRL
71340879,EB
96697683,EB
36614394,RRL
110416252,EB
121470978,EB
136738616,CEP
38175494,CEP
122452334,DSCT
19056063,RRL
16542608,DSCT
93107591,EB
60427660,DSCT
136878134,EB
102183540,CEP
49976509,EB
106761594,CEP
106157683,CEP
38128932,RRL
58496209,CEP
64694218,EB
40814100,DSCT
141721356,EB
12385626,DSCT
128128272,EB
4019638,CEP
45691277,RRL
59849436,EB
40815981,CEP
98410480,CEP
37426259,DSCT
104523451,DSCT
87928993,EB
94536097,EB
83817682,DSCT
94379926,EB
77110301,EB
93171765,DSCT
20725526,RRL
134084819,EB
38835177,CEP
130423089,CEP
87519921,CEP
157676865,EB
8213676,CEP
85647770,EB
30252982,RRL
56335125,DSCT
15709952,CEP
105654330,EB
2136099,RRL
53523206,CEP
104934322,CEP
57818110,EB
28411566,EB
77759310,EB
22999778,RRL
72311280,EB
14764029,DSCT
9709499,DSCT
98571842,DSCT
28815633,CEP
85422668,EB
117796085,EB
71905707,RRL
117397211,CEP
29528792,DSCT
96264186,DSCT
8183639,RRL
60837310,DSCT
48478306,RRL
117242795,EB
8566808,DSCT
83382151,CEP
6685705,CEP
125188582,EB
49850945,RRL
78415339,CEP
119207831,CEP
52299132,CEP
99663051,DSCT
144057568,CEP
37879168,RRL
25603149,CEP
100387415,CEP
9888453,RRL
58594399,DSCT
57763583,RRL
78560972,DSCT
89983177,EB
48966013,DSCT
110005625,DSCT
48135547,CEP
68431291,CEP
122460762,CEP
123962151,DSCT
55392031,RRL
133953934,CEP
89267154,EB
113238114,EB
114845436,EB
42414164,RRL
131359260,CEP
105206512,DSCT
79649961,EB
108721156,CEP
47413591,CEP
111764268,CEP
69326245,DSCT
145345281,EB
71582801,RRL
43838290,EB
45053867,DSCT
146256815,EB
125758084,EB
80457512,CEP
114556519,DSCT
47496692,CEP
97653885,CEP
148008719,EB
79487963,EB
93406467,CEP
12783677,RRL
107695305,EB
6189665,DSCT
97507849,EB
6668733,RRL
15563918,DSCT
35200497,EB
96210795,EB
29334343,RRL
73883925,EB
138165775,CEP
31610537,EB
55604427,RRL
6910098,RRL
111977841,DSCT
146577580,DSCT
103637877,DSCT
31728571,RRL
18576982,RRL
147727407,EB
128362271,CEP
18834842,RRL
38987627,RRL
12545267,RRL
138399094,CEP
28376094,DSCT
57934885,RRL
26465359,RRL
77328796,DSCT
144526085,DSCT
53331242,RRL
37560278,CEP
